address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Sector No :  Priyanka runway city  ,  Road No :  Sabdar Hossain Road  ,  House No :   ,  Area Name :    Uttara  ,  District Name :   Dhaka  Sector No :  Priyanka runway city  ,  Road No :  Sabdar Hossain Road  ,  House No :   ,  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  Priyanka Runway City,plot 17, Sabdar Hossain Road, Building -Oasis, Baunia,uttara ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '3', 'Floor': '5', 'Size': '1400SqFt', 'PropertyID': '30241'}",,No,17000.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara/30241/family-house-tolet-from-december,Tolet,Family House Tolet From December ,Family House
" Sector No :  26/22 Tajmahal road  ,  Road No :  Tajmahal road  ,  House No :  26/22  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  Sector No :  26/22 Tajmahal road  ,  Road No :  Tajmahal road  ,  House No :  26/22  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Dhaka 1207 ","CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '1', 'Size': '600squarefeetSqFt', 'PropertyID': '30243'}",,Yes,11000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/30243/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  JCX TOWER, 1136/A, Block-I, Level 5, Japan Street ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '4', 'Size': '375SqFt', 'PropertyID': '30246'}","Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C., .Facilities Available :> Grocery Shop, BBQ corner> Swimming Pool,Theatre room,> Gym with 24/7 and Jogging track> Daily Room & Bathroom Cleaning> Multi-purpose Hall Room With Full AC> Steam Bath, Thermal massager> Landscape With Sitting Arrangement, .Please See more: https://www.banglamart.com/co-living/studio-apt-rentals/, .Contact For Booking:+88 01712553547+88 01921096842,    ",No,1.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30246/family-house-tolet-from-december,Tolet,Family House Tolet From February ,Family House
" Sector No :   ,  Road No :   ,  House No :  98/D Lake Circus Kal  ,  Area Name :    Kalabagan  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  98/D Lake Circus Kal  ,  Area Name :    Kalabagan  ,  District Name :   Dhaka  ,  Short Address :  5 Minite Walking Distance Kalabagan Bus Stand ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '4', 'Size': 'SqFt', 'PropertyID': '30247'}","Roommate Wanted , 4 Seat ar boro ekta Room a 2 seat available , Drawing Room a 2 seat available , Job Holder/Student   ",No,3250.00/- BDT ,https://www.thetolet.com/en/dhaka/kalabagan/30247/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Sector No :  35  ,  Road No :  22  ,  House No :  40/1-A  ,  Area Name :    Bangshal  ,  District Name :   Dhaka  Sector No :  35  ,  Road No :  22  ,  House No :  40/1-A  ,  Area Name :    Bangshal  ,  District Name :   Dhaka  ,  Short Address :  40/1-A,Malitola-lane,Dhaka-1100 ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '4', 'Size': 'SqFt', 'PropertyID': '30248'}","#Only for bachelor , , তৃতীয় তলাঃ এক রুম, বাথরুম এটাচ ,পানি সহ ভাড়া =৪০০০=, এক মাসের ভাড়া অগ্রিম দিতে হবে। , November/December মাস হতে ভাড়া হবে, , #কারেন্টের বিল আলদা, , ঠিকানাঃবংশাল,মালিটোলা-লেন,২২,ঢাকা-১১০০।, যোগাযোগঃ 01843311709  ",No,4000.00/- BDT ,https://www.thetolet.com/en/dhaka/bangshal/30248/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Adabor  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Adabor  ,  District Name :   Dhaka  ,  Short Address :  Road 14, House 6 Adabor ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '3', 'Size': 'SqFt', 'PropertyID': '30249'}","‼️ফ্লাট ভাড়া : December 2022, , পিসিকালচার হাউজিং, রোড নাম্বার -১৪, বাড়ি নম্বর -৬, আদাবর, শেখেরটেক মোহাম্মদপুর। , , নিরিবিলি পরিবেশে ৭০০ স্কয়ার ফিটের, সাত তলা বিল্ডিং এর চার তলায় একটি ফ্ল্যাট ভাড়া দেয়া হবে। , , ২ বেড,২বাথরুম, ২ বারান্দা, কিচেন, ড্রইং কাম ডাইনিং। , সার্বক্ষণিক লিফট, জেনারেটর এবং সিকিউরিটি গার্ড এর সুবিধা ও তিতাস গ্যাসের সংযোগ রয়েছে।, , মোবাইল নম্বর -01713 494 344, , Rent : 14000 /=  ",No,14000.00/- BDT ,https://www.thetolet.com/en/dhaka/adabor/30249/family-house-tolet-from-december,Tolet,Family House Tolet From December ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Haziganj  ,  District Name :   Chandpur  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Haziganj  ,  District Name :   Chandpur  ,  Short Address :  Bolakhal, Besides Cumilla-Chandpur Highway. ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30251'}",,Yes,Negotiable ,https://www.thetolet.com/en/chandpur/haziganj/30251/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Haziganj  ,  District Name :   Chandpur  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Haziganj  ,  District Name :   Chandpur  ,  Short Address :  Besides Cumilla-Chandpur Highway ",,"{'Bedrooms': '4', 'Bathrooms': '2', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30252'}",,Yes,Negotiable ,https://www.thetolet.com/en/chandpur/haziganj/30252/office-space-tolet-from-november,Tolet,Office Space Tolet From November ,Office Space
" Sector No :  মাজার রোড গাবতলী  ,  Road No :  তিনটা বেডরুম তিনটা ব  ,  House No :  ১৪ ই/বি মাজার রোড  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  মাজার রোড গাবতলী  ,  Road No :  তিনটা বেডরুম তিনটা ব  ,  House No :  ১৪ ই/বি মাজার রোড  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  লালকুঠি বাজারের পূর্ব পাশে মেইন রোড ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '2', 'Floor': '6', 'Size': '11SqFt', 'PropertyID': '30253'}",01817004995  ,No,18000.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/30253/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Sector No :   ,  Road No :  2  ,  House No :  13  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  Sector No :   ,  Road No :  2  ,  House No :  13  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Road No 2 , Turag Housing, Dhaka Uddan, Muhammadpur ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '2', 'Floor': '5', 'Size': 'SqFt', 'PropertyID': '30254'}","ডিসেম্বর মাস থেকে ফ্লাট ভাড়া দেওয়া হবে।, , * শুধু ফ্যামিলির জন্য উপযোগী, , * আবাসিক এলাকা. সুন্দর নিরিবিলি পরিবেশ, , ★ বেড রুম ২টা , , বাথরুম ১টা (হাই কমড), , বারানদা ২টা , , কিচেন ১টা, , ড্রয়িং রুম ১টা (ছোট), , * সম্পন্ন ফ্লাট টাইলস করা।, , ★ ফ্ল্যাটের অবস্থান ৫ম তালায় ।, , * সামনের সাইট, , * বিল্ডি ১১ তালা নতুন বিল্ডিং , , * গ‍্যারেজ খালি আছে।, , * লিফট আছে ।, , ★ সিলিন্ডার ইউজ করতে হবে অথবা কারেনট দিয়ে রান্না করতে পারবেন |, , ★ ভাড়া + সার্ভিস + পানি = ৮৩০০ /- , , * বিদুৎ বিল ইউজ এর উপর, , ★ ঠিকানা:বাড়ি নং ১৩ রোড নং ২ তুরাগ হাউজিং ঢাকা উদ‍্যান মোহাম্মদপুর ঢাকা, , যোগাযোগ :01313122688  ",No,8300.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/30254/family-house-tolet-from-december,Tolet,Family House Tolet From December ,Family House
" Sector No :   ,  Road No :   ,  House No :  212  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  212  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  ,   Short Address :  212Alom Villa Tejkunipara Tejgon Dhaka 1215 ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '1', 'Size': '144SqFt', 'PropertyID': '30256'}",,No,8000.00/- BDT ,https://www.thetolet.com/en/dhaka/farmgate/30256/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
"  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka   Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Bashundhara R/A ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '6', 'Size': '800SqFt', 'PropertyID': '30257'}","Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C..Facilities Available>Fully Furnished Apartment>Security & Laundry Service>Filter, Washing Machine, LP Gas>Drawing, Dining Space Available>Daily Room & Bathroom Cleaning>WiFi, Microwave oven, Geyser, A/C>Short-Term Rentals, TV, Refrigerator.Website: https://www.hotels.com.bd/.../2-bedroom-furnished.../YouTube: https://www.youtube.com/watch?v=Y0b-pec1hlE.Contact For Booking:+88 01712553547+88 01921096842  ",No,48000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30257/family-house-tolet-from-december,Tolet,Family House Tolet From January ,Family House
" Area Name :    Farmgate  ,  District Name :   Dhaka  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  ফার্মগেট পূর্ব রাজাবাজার মসজিদের পাশে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30261'}",ফার্মগেট পূর্ব রাজাবাজার মসজিদের পাশেই ফ্যামিলি বাসায় দুই জনের রুমে একটি সিট দেওয়া যাবে। ভাড়া বেশি।  ,Yes,Negotiable ,https://www.thetolet.com/en/dhaka/farmgate/30261/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Malibag  ,  District Name :   Dhaka  Area Name :    Malibag  ,  District Name :   Dhaka  ,  Short Address :  ঢাকা শহিদবাগ মসজিদগলি। বারাকা হসপিটালে এর গলিতে ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '30262'}","১১০০ স্কয়ার ফিটের বাসা , লিফ্ট জেনারেটর আছে , ৩ বেড,৩বাথরুম ,২বারান্দা , গ্যাস সিলিন্ডার , সম্পূর্ণ নতুন ফ্ল্যাট , লোকেশনঃ ঢাকা শহিদবাগ মসজিদগলি।, বারাকা হসপিটালে এর গলিতে  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/malibag/30262/family-house-tolet-from-december,Tolet,Family House Tolet From December ,Family House
" Area Name :    Elephant Road  ,  District Name :   Dhaka  Area Name :    Elephant Road  ,  District Name :   Dhaka  ,  Short Address :  SK Gali 129/6 Elephant Road, Besides Bata Signal ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30263'}","TO LET , One Room is Available from 1st December 2022, Rent: 7300, Address: SK Gali 129/6 Elephant Road, Besides Bata Signal, Dhaka, Note: Freeze, WIFI Facilities are available.  ",No,7300.00/- BDT ,https://www.thetolet.com/en/dhaka/elephant-road/30263/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Malibag  ,  District Name :   Dhaka  Area Name :    Malibag  ,  District Name :   Dhaka  ,  Short Address :  মালিবাগ মোর থেকে ৩/৪ মিনিট দুরত্ব শান্তিবাগ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30264'}","১ সিট ভাড়া হবে....., মালিবাগ মোর থেকে ৩/৪ মিনিট দুরত্ব শান্তিবাগ, ফ্ল্যাট বাসায় সম্পূর্ণ টাইলসকৃত,, ১ সিট ভাড়া হবে। ১ লা ডিসেম্বর / জানুয়ারি মাস থেকে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/malibag/30264/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Rampura  ,  District Name :   Dhaka  Area Name :    Rampura  ,  District Name :   Dhaka  ,  Short Address :  হাতিরঝিল সংলগ্ন মাই টিভি ভবনের পাশের বিল্ডিং ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30265'}","ফার্নিচার সহ রুম ভাড়া দেওয়া হবে, ডিসেম্বর/জানুয়ারি মাস থেকে, চাকুরীজীবি ও ছাত্রীদের জন্য , লোকেশন: হাতিরঝিল সংলগ্ন মাই টিভি ভবনের পাশের বিল্ডিং  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/rampura/30265/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Dhanmondi  ,  District Name :   Dhaka  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  ধানমন্ডি 15 নম্বর থেকে দুই মিনিটের পায়ে হাঁটার পথ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30267'}","টু- লেট, নভেম্বর / ডিসেম্বর মাস থেকে ২ সিট ভাড়া হবে।, ছাত্র/চাকরিজীবী ব্যাচেলরদের জন্য। , ভাড়াঃ ২৫০০(বিদ্যুৎ গ্যাস পানি বিল সহ), ধানমন্ডি 15 নম্বর থেকে দুই মিনিটের পায়ে হাঁটার পথ  ",No,2500.00/- BDT ,https://www.thetolet.com/en/dhaka/dhanmondi/30267/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Dhanmondi  ,  District Name :   Dhaka  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  রোড নং-২, ঢাকা রিয়েল এস্টেট, কাটাসুর। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30268'}","To-LET, ডিসেম্বর মাসের ১তারিখ হতে সুন্দর ও মনোরম পরিবেশে মেয়েদের ফ্ল্যাট বাসায় ড্রয়িং রুম ২ সিট ভাড়া হবে। , বিঃদ্রঃ ফ্রিজ,ওয়াইফাই, বুয়া এর সুব্যবস্থা আছে, ঠিকানাঃ রোড নং-২, ঢাকা রিয়েল এস্টেট, কাটাসুর।মোহাম্মদপুর বাস স্ট্যান্ড এর পাশে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/dhanmondi/30268/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  House No - 03, Road No- 1/A, Shathmoshjid Housing, ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30269'}","(শুধুমাত্র মেয়ে), ৮ তলা(লিফট আছে), আগামী ১লা ডিসেম্বর থেকে মেয়েদের বাসায় ১ রুম ভাড়া দেওয়া হবে,এটাচ বারান্দা এবং রুমের পাশে বাথরুম আছে খোলামেলা পরিবেশ,সামনের দিক।, ১/২ জন মেয়েকে ভাড়া দেয়া হবে(চাকুরীজীবি , ছাত্রী ), লোকেশন: House no - 03, Road no- 1/A, shathmoshjid housing, Mohammedpur, Dhaka., ভাড়া ৬৫০০  ",No,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/30269/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Dhanmondi  ,  District Name :   Dhaka  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  ধানমন্ডি 15 ,টালি অফিস রোড ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'PropertyID': '30270'}","#ডিসেম্বর মাস থেকে ভাড়া হবে, #তিন_রুমের_ফ্ল্যাট (নিচ তলা), (#ফ্যামিলি) , # house_rent , (টাইলস করা নেই), লোকেশনঃধানমন্ডি 15 ,টালি অফিস রোড, #ভাড়াঃ ১০৫০০৳( #গ্যাস, #পানি,#কারেন্ট সব আলাদা ), #দুই_বেড, #এক_লিভিং_স্পেস, #১কিচেন, #একটা ওয়াশরুম  ",No,10500.00/- BDT ,https://www.thetolet.com/en/dhaka/dhanmondi/30270/family-house-tolet-from-december,Tolet,Family House Tolet From December ,Family House
" Area Name :    Dhanmondi  ,  District Name :   Dhaka  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  চেয়ারম্যান গলি, পশ্চিম ধানমন্ডি, শংকর। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30271'}","১ ডিসেম্বর,২০২২ তারিখ হতে ছেলেদের বাসায় তিনজনের এক রুমে একটি সিট ভাড়া দেয়া হবে,,, ঠিকানাঃ চেয়ারম্যান গলি, পশ্চিম ধানমন্ডি, শংকর। শংকর বাসস্ট্যান্ড থেকে দুই মিনিট এর রাস্তা।, বাসা নং :৯৭/২/১, সুবিধাসমূহঃ, ১.খোলামেলা পরিবেশ,নিরিবিলি,আলো বাতাসপূর্ণ।, ২.বিশাল ডাইনিং ব্যাবহার এর সুযোগ, ৩.বুয়া সুবিধা আছে।, ৪.সার্বক্ষণিক ওয়াইফাই সুবিধা।, ৫.আলাদা বিদ্যুৎ বিল, গ্যাস বিল এবং পানি বিল দিতে হবে না।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/dhanmondi/30271/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  দক্ষিণ পাড়া, মহাখালী, বাসা নং -ক-৮৭ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30273'}","? ১ জন রুমমেট আবশ্যক। , ? আগামী মাস(1-January) থেকে ফ্ল্যাট বাসায় মনোরম পরিবেশে রুচিশীল ছেলে রুমমেট আবশ‍্যক। সিট ভাড়া- ৩৩০০টাকা +বিদ্যুৎ।, ( সার্বক্ষণিক বিদ্যুৎ,গ্যাস, পানি, ওয়াইফাই ও বুয়া,ফ্রিজ,পানির ফিল্টার এর সুবিধা আছে), ? ঠিকানাঃ দক্ষিণ পাড়া, মহাখালী , বাসা নং - ক-৮৭  ",No,3300.00/- BDT ,https://www.thetolet.com/en/dhaka/mohakhali/30273/bachelor-house-tolet-from-january,Tolet,Bachelor House Tolet From January ,Bachelor House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  ব্রাক ইউনিভার্সিটির পাশে। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30274'}","পহেলা জানুয়ারি ২০২৩ ইং হতে ফ্যামিলি বাসায় একটি বড় রুম ভাড়া হবে, সিট হিসেবে শুধু মাত্র চাকরিজীবী মহিলা / ছাত্রী আবশ্যক।, # ৬ তলা(লিফ্ট নেই), # কমন কিচেন , # এটাস্ট বাথরুম , # ২৪ ঘন্টা পানি, বিদ্যুৎ, গ্যাস, wifi, # ফ্রিজ এর সুবিধা নেই , # রুমে পর্যাপ্ত পরিমান আলো বাতাস পাওয়া যাবে, # ২ জানালা বিশিষ্ট , # ২ রুম এর ফ্লাট , # এক মাসের এডভান্স দিতে হবে, # বাসা ছাড়ার দুই মাস আগে জানাতে হবে।, # ৩ জন বান্ধবী মিলেও রুম টি নিতে পারেন।, # তিন সিট হিসেবে নিলে এক সিট - ৪৩৫০, ব্রাক ইউনিভার্সিটির পাশে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohakhali/30274/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  জি.পি.চ _৫১, ওয়্যারলেস গেট, মহাখালী। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30275'}","To-Let, ১ লা ডিসেম্বর থেকে ফ্ল্যাট বাসায় সুন্দর ও মনোরম পরিবেশে ২ সীটের ১ টা ড্রয়িংরুমে ১ টি সীট ভাড়া হবে। সবসময় পানি থাকে, ফ্রিজের সুবিধা আছে। ওয়াইফাই আছে। , বাসার ঠিকানা ঃ জি.পি.চ _৫১, ওয়্যারলেস গেট, মহাখালী। , [বিঃদ্রঃ বাসা কিন্তু ৬ তলায়। ভাড়া ২৩০০/ টাকা ]  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohakhali/30275/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  মহাখালী দক্ষিনপাড়া মুক্তিযোদ্ধা গলিতে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30276'}","১লা ডিসেম্বর থেকে একটি ২ রুমের ফ্ল্যাট বাসায় ব্যালকোনি + আটাচড বাথরুম সহ ১ রুম #ব্যাচেলর ভাড়া দেয়া হবে।, কলেরা হস্পিটাল গেট থেকে নিকেতন বাজারের রোড ধরে ১ মিনিট হাটতে হবে।, মহাখালী দক্ষিনপাড়া মুক্তিযোদ্ধা গলিতে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohakhali/30276/bachelor-house-tolet-from-december,Tolet,Bachelor House Tolet From December ,Bachelor House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  মহাখালী, ব্রাক ইউনিভার্সিটি এরিয়া ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30277'}","""চলতি নভেম্বর/ডিসেম্বর"" মাস থেকে মেয়েদের ""মেসে"" ৩জনের রুমে, ১সিট ভারা দেয়া হবে।, মহাখালী, ব্রাক ইউনিভার্সিটি এরিয়া।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohakhali/30277/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  জিপিচ ৫৫/৪, মহাখালী ওয়্যারসলেস গেট, ব্রাক ইউনিভার্সিটির পিছনে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30278'}","নিরিবিলি মনোরোম পরিবেশে এক রুমের ফ্লাট ভাড়া হবে আগামী জানুয়ারি থেকে। ৫তলা বিল্ডিং এর তৃতীয় তলায়। এটাস্ট বাথরুম কিচেন সম্পূর্ণ টাইলস করা। ছোট ফ্যামিলি বা মেয়েদের জন্য শুধু। , জিপিচ ৫৫/৪, মহাখালী ওয়্যারসলেস গেট, ব্রাক ইউনিভার্সিটির পিছনে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohakhali/30278/bachelor-house-tolet-from-january,House, Bachelor House Tolet From January , Bachelor
" Sector No :  12  ,  Road No :  12  ,  House No :  28  ,  Area Name :    Uttara West  ,  District Name :   Dhaka  Sector No :  12  ,  Road No :  12  ,  House No :  28  ,  Area Name :    Uttara West  ,  District Name :   Dhaka  ,  Short Address :  House:28, Road:12, Sector:12, Uttara, Dhaka-1230 ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30279'}","নীচ তলার ২ রুমের অফিস হিসাবেই সব সময় ভাড়া হচ্ছে, Rent= 12000 taka, Electricity, water, gas bill = 3000 taka, ,  ",Yes,12000.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara-west/30279/office-space-tolet-from-december,Tolet,Office Space Tolet From December ,Office Space
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Bosundhora ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '2', 'Floor': '9', 'Size': '2050SqFt', 'PropertyID': '30281'}",,Yes,60000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30281/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
" Sector No :  block G  ,  Road No :  1  ,  House No :  332  ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :  block G  ,  Road No :  1  ,  House No :  332  ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Bashundhara Residential Area ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '3', 'Bathrooms': '4', 'Belcony': '4', 'Floor': '4', 'Size': '1500SqFt', 'PropertyID': '30283'}","নতুন ফ্ল্যাট বাসা ভাড়া, ব্লকঃ এফ , আকার ১৫০০ বর্গফুট, ৪ তলা, এক ইউনিটের ভবন , 3 বেড 4 বাথ,তিনটা বেডরুমের সাথে তিনটা অ্যাটাচ হাই কমোড ওয়াশরুম আছে ডাইনিং, ড্রয়িং রান্নাঘর বেলকনি লিফট, জেনারেটর, এলপিজি গ্যাস পার্কিং ইত্যাদি উপলব্ধ, ভাড়া: ২৫০০০+৫০০০ , বিস্তারিত জানতে কল করুন 01618632926  ",Yes,25000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30283/family-house-tolet-from-december,Tolet,Family House Tolet From December ,Family House
" Sector No :   ,  Road No :  Shukrabad  ,  House No :  82  ,  Area Name :    Sherebanglanagar  ,  District Name :   Dhaka  Sector No :   ,  Road No :  Shukrabad  ,  House No :  82  ,  Area Name :    Sherebanglanagar  ,  District Name :   Dhaka  ,  Short Address :  Shikkoh Nibash ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '5', 'Size': '1000SqFt', 'PropertyID': '30284'}","দক্ষিণ মুখোমুখি ফ্লাট, চারদিকে খোলামেলা প্রচুর আলো বাতাস।  ",Yes,20000.00/- BDT ,https://www.thetolet.com/en/dhaka/sherebanglanagar/30284/family-house-tolet-from-january,Tolet,Family House Tolet From January ,Family House
